make,model,mpg,transmission,gears,drive,disp,cyl,class,sidi,aspiration,fuel,atvType,startStop
Ford,Expedition MAX 4WD,18,Automatic,10,PT 4WD,3.5,6,Std SUV,Y,Turbo,Regular,None,Y
Lincoln,Navigator 4WD,17.5802,Automatic,10,PT 4WD,3.5,6,Std SUV,Y,Turbo,Regular,None,Y
Mercedes-Benz,G550,14.4689,Automatic,9,4WD,4,8,Std SUV,Y,Turbo,Premium,None,Y
Hyundai,Ioniq Plug-in Hybrid,52.3231,Manual,6,FWD,1.6,4,Midsize,Y,Natural,Regular,Plug-in Hybrid,Y
Karma,Revero GT (21-inch wheels),25.8,Automatic,1,RWD,1.5,3,Subcompact,Y,Turbo,Premium,Plug-in Hybrid,Y
Subaru,Crosstrek Hybrid AWD,35.1,CVT,1,AWD,2,4,Sm SUV,Y,Natural,Regular,Plug-in Hybrid,Y
Audi,A6 quattro,24.246,Manual,7,AWD,3,6,Midsize,Y,Turbo,Premium,Hybrid,Y
Audi,A7 quattro,24.246,Manual,7,AWD,3,6,Midsize,Y,Turbo,Premium,Hybrid,Y
Audi,A6 Allroad,22.2239,Manual,7,AWD,3,6,Midsize,Y,Turbo,Premium,Hybrid,Y
Volkswagen,Passat,26.9474,Automatic,6,FWD,2,4,Midsize,Y,Turbo,Regular,None,Y
Honda,CR-V FWD,30,CVT,1,FWD,1.5,4,Sm SUV,Y,Turbo,Regular,None,N
Honda,CR-V AWD,29,CVT,1,AWD,1.5,4,Sm SUV,Y,Turbo,Regular,None,N
Infiniti,QX80 2WD,16.1339,Automatic,7,RWD,5.6,8,Std SUV,Y,Natural,Premium,None,N
Infiniti,QX80 4WD,15.3391,Automatic,7,4WD,5.6,8,Std SUV,Y,Natural,Premium,None,N
Audi,RS3,22.5088,Manual,7,AWD,2.5,5,Subcompact,Y,Turbo,Premium,None,N
Audi,TT RS,22.8005,Manual,7,AWD,2.5,5,Subcompact,Y,Turbo,Premium,None,N
Mazda,6,29.3866,Automatic,6,FWD,2.5,4,Midsize,Y,Natural,Regular,None,N
Mazda,6,26.4147,Automatic,6,FWD,2.5,4,Midsize,Y,Turbo,Regular,None,N
Audi,A8 L,20.5422,Automatic,8,AWD,3,6,Large,Y,Turbo,Premium,Hybrid,Y
Kia,Niro,48.6987,Manual,6,FWD,1.6,4,Sm St Wagon,Y,Natural,Regular,Hybrid,Y
Kia,Niro FE,50.4101,Manual,6,FWD,1.6,4,Sm St Wagon,Y,Natural,Regular,Hybrid,Y
Kia,Niro Touring,43.175,Manual,6,FWD,1.6,4,Sm St Wagon,Y,Natural,Regular,Hybrid,Y
Audi,Q7,18.4822,Automatic,8,AWD,3,6,Std SUV,Y,Turbo,Premium,Hybrid,Y
Audi,Q8,18.4822,Automatic,8,AWD,3,6,Std SUV,Y,Turbo,Premium,Hybrid,Y
Lamborghini,Huracan 2WD,15.0057,Manual,7,RWD,5.2,10,Two Seater,Y,Natural,Premium,None,N
Lamborghini,Huracan Spyder 2WD,15.0057,Manual,7,RWD,5.2,10,Two Seater,Y,Natural,Premium,None,N
Lexus,RC 300 AWD,21,Automatic,6,AWD,3.5,6,Subcompact,Y,Natural,Premium,None,N
Lexus,RC 350,22.8206,Automatic,8,RWD,3.5,6,Subcompact,Y,Natural,Premium,None,N
Lexus,RC 350 AWD,21,Automatic,6,AWD,3.5,6,Subcompact,Y,Natural,Premium,None,N
Lexus,RC 300,24.2954,Automatic,8,RWD,2,4,Subcompact,Y,Turbo,Premium,None,N
Roush Performance,Stage 3 Mustang,15.2813,Manual,6,RWD,5,8,Subcompact,Y,Super,Premium,None,N
Dodge,Challenger SRT,16.2222,Automatic,8,RWD,6.2,8,Midsize,N,Super,Premium,None,N
Dodge,Challenger SRT,15.5775,Manual,6,RWD,6.2,8,Midsize,N,Super,Premium,None,N
Dodge,Challenger SRT Widebody,15.3673,Automatic,8,RWD,6.2,8,Midsize,N,Super,Premium,None,N
Dodge,Challenger SRT Widebody,15.5775,Manual,6,RWD,6.2,8,Midsize,N,Super,Premium,None,N
Dodge,Challenger,22.7798,Automatic,8,RWD,3.6,6,Midsize,N,Natural,Regular,None,N
Dodge,Challenger,17.7608,Automatic,8,RWD,6.4,8,Midsize,N,Natural,Premium,None,N
Dodge,Challenger,16.9149,Manual,6,RWD,6.4,8,Midsize,N,Natural,Premium,None,N
Dodge,Challenger Widebody,17.7608,Automatic,8,RWD,6.4,8,Midsize,N,Natural,Premium,None,N
Dodge,Challenger Widebody,16.9149,Manual,6,RWD,6.4,8,Midsize,N,Natural,Premium,None,N
Dodge,Challenger AWD,21.4055,Automatic,8,AWD,3.6,6,Midsize,N,Natural,Regular,None,N
Chrysler,300,22.7798,Automatic,8,RWD,3.6,6,Large,N,Natural,Regular,None,N
Chrysler,300 AWD,21.4055,Automatic,8,AWD,3.6,6,Large,N,Natural,Regular,None,N
Dodge,Charger SRT Widebody,15.0483,Automatic,8,RWD,6.2,8,Large,N,Super,Premium,None,N
Dodge,Charger,22.7798,Automatic,8,RWD,3.6,6,Large,N,Natural,Regular,None,N
Dodge,Charger,17.7608,Automatic,8,RWD,6.4,8,Large,N,Natural,Premium,None,N
Dodge,Charger Widebody,17.7608,Automatic,8,RWD,6.4,8,Large,N,Natural,Premium,None,N
Dodge,Charger AWD,21.4055,Automatic,8,AWD,3.6,6,Large,N,Natural,Regular,None,N
Nissan,Rogue Sport,28,CVT,8,FWD,2,4,Sm St Wagon,Y,Natural,Regular,None,N
Nissan,Rogue Sport AWD,27,CVT,8,AWD,2,4,Sm St Wagon,Y,Natural,Regular,None,N
Ford,Ranger 2WD,23.3249,Automatic,10,RWD,2.3,4,Std Pickup Truck,Y,Turbo,Regular,None,Y
Ford,Ranger 4WD,21.8642,Automatic,10,PT 4WD,2.3,4,Std Pickup Truck,Y,Turbo,Regular,None,Y
Ford,Transit T150 Wagon 2WD FFV,16.6229,Automatic,10,RWD,3.5,6,Passenger Van,Y,Natural,Regular,FFV,N
Ford,Transit T150 Wagon 4WD FFV,15.8294,Automatic,10,AWD,3.5,6,Passenger Van,Y,Natural,Regular,FFV,N
Ford,Ranger 2WD Incomplete,18.3123,Automatic,10,RWD,2.3,4,SPV,Y,Turbo,Regular,None,Y
Chevrolet,Blazer FWD,24.0681,Automatic,9,FWD,2,4,Sm SUV,Y,Turbo,Regular,None,Y
Mazda,CX-5 2WD,27.5485,Automatic,6,FWD,2.5,4,Sm SUV,Y,Natural,Regular,None,N
Mazda,CX-9 2WD,24.3926,Automatic,6,FWD,2.5,4,Sm SUV,Y,Turbo,Regular,None,N
Chevrolet,Blazer AWD,23.2617,Automatic,9,AWD,2,4,Sm SUV,Y,Turbo,Regular,None,Y
Mazda,CX-5 4WD,26.2462,Automatic,6,4WD,2.5,4,Sm SUV,Y,Natural,Regular,None,N
Mazda,CX-5 4WD,23.8943,Automatic,6,4WD,2.5,4,Sm SUV,Y,Turbo,Regular,None,N
Mazda,CX-9 4WD,22.6002,Automatic,6,4WD,2.5,4,Sm SUV,Y,Turbo,Regular,None,N
GMC,Acadia FWD,24.0675,Automatic,9,FWD,2,4,Std SUV,Y,Turbo,Regular,None,Y
GMC,Acadia AWD,23.2617,Automatic,9,AWD,2,4,Std SUV,Y,Turbo,Regular,None,Y
Mercedes-Benz,GLE580 4matic,18.9016,Automatic,9,4WD,4,8,Std SUV,Y,Turbo,Premium,Hybrid,Y
Mercedes-Benz,GLS580 4matic,18.1463,Automatic,9,4WD,4,8,Std SUV,Y,Turbo,Premium,Hybrid,Y
Kia,Niro Plug-in Hybrid,46.4127,Manual,6,FWD,1.6,4,Sm St Wagon,Y,Natural,Regular,Plug-in Hybrid,Y
Porsche,Panamera 4 e-Hybrid,22.503,Manual,8,AWD,2.9,6,Large,Y,Turbo,Premium,Plug-in Hybrid,Y
Porsche,Panamera 4 e-Hybrid Executive,22.503,Manual,8,AWD,2.9,6,Large,Y,Turbo,Premium,Plug-in Hybrid,Y
Porsche,Panamera 4 e-Hybrid ST,22.503,Manual,8,AWD,2.9,6,Large,Y,Turbo,Premium,Plug-in Hybrid,Y
Audi,A5 quattro,26.8097,Manual,7,AWD,2,4,Subcompact,Y,Turbo,Premium,None,Y
Audi,A5 Cabriolet quattro,26.2623,Manual,7,AWD,2,4,Subcompact,Y,Turbo,Premium,None,Y
Audi,A4 quattro,26.8097,Manual,7,AWD,2,4,Compact,Y,Turbo,Premium,None,Y
Mazda,CX-3 2WD,30.6953,Automatic,6,FWD,2,4,Compact,Y,Natural,Regular,None,N
Mazda,CX-3 4WD,29.1658,Automatic,6,4WD,2,4,Compact,Y,Natural,Regular,None,N
Audi,A5 Sportback quattro,26.8097,Manual,7,AWD,2,4,Midsize,Y,Turbo,Premium,None,Y
Audi,A4 allroad quattro,26.2623,Manual,7,AWD,2,4,Sm St Wagon,Y,Turbo,Premium,None,Y
Cadillac,XT5 FWD,24.2204,Automatic,9,FWD,2,4,Sm SUV,Y,Turbo,Premium,None,Y
Mazda,CX-30 2WD,28.3285,Automatic,6,FWD,2.5,4,Sm SUV,Y,Natural,Regular,None,N
Mazda,CX-30 2WD,27.8919,Automatic,6,FWD,2.5,4,Sm SUV,Y,Natural,Regular,None,N
Cadillac,XT5 AWD,23.1817,Automatic,9,AWD,2,4,Sm SUV,Y,Turbo,Premium,None,Y
BMW,I8 Coupe,27.1257,Automatic,6,AWD,1.5,3,Subcompact,Y,Turbo,Premium,Plug-in Hybrid,Y
BMW,I8 Roadster,27.1257,Automatic,6,AWD,1.5,3,Two Seater,Y,Turbo,Premium,Plug-in Hybrid,Y
MINI,Cooper SE Countryman All4,29.4601,Automatic,6,AWD,1.5,3,Midsize,Y,Turbo,Premium,Plug-in Hybrid,Y
Land Rover,Range Rover PHEV,19.2332,Automatic,8,4WD,2,4,Std SUV,Y,Turbo,Premium,Plug-in Hybrid,Y
Land Rover,Range Rover Sport PHEV,19.2332,Automatic,8,4WD,2,4,Std SUV,Y,Turbo,Premium,Plug-in Hybrid,Y
Lincoln,Aviator PHEV AWD,22.8,Automatic,10,PT 4WD,3,6,Std SUV,Y,Turbo,Regular,Plug-in Hybrid,Y
Cadillac,CT6 AWD,17.0723,Automatic,10,AWD,4.2,8,Large,Y,Turbo,Premium,None,Y
Toyota,Highlander,22.8678,Automatic,8,FWD,3.5,6,Sm SUV,Y,Natural,Regular,None,N
Toyota,Highlander,23.7222,Automatic,8,FWD,3.5,6,Sm SUV,Y,Natural,Regular,None,Y
Toyota,Highlander AWD,22.8128,Automatic,8,AWD,3.5,6,Sm SUV,Y,Natural,Regular,None,Y
Bentley,Bentayga,13.6613,Automatic,8,AWD,6,12,Std SUV,Y,Turbo,Premium,None,Y
Ford,GT,14.1252,Manual,7,RWD,3.5,6,Two Seater,Y,Turbo,Premium,None,N
Mercedes-Benz,SLC300,26.6861,Automatic,9,RWD,2,4,Two Seater,Y,Turbo,Premium,None,Y
Roush Performance,Stage 3 Mustang,14.2443,Automatic,10,RWD,5,8,Subcompact,Y,Super,Premium,None,N
Dodge,Challenger,19.062,Automatic,8,RWD,5.7,8,Midsize,N,Natural,Mid,None,N
Dodge,Challenger,17.9612,Manual,6,RWD,5.7,8,Midsize,N,Natural,Premium,None,N
Nissan,Kicks,33.1184,CVT,1,FWD,1.6,4,Midsize,N,Natural,Regular,None,N
Chrysler,300,19.062,Automatic,8,RWD,5.7,8,Large,N,Natural,Mid,None,N
Dodge,Charger,19.062,Automatic,8,RWD,5.7,8,Large,N,Natural,Mid,None,N
Mercedes-Benz,Maybach S650,15.5665,Automatic,7,RWD,6,12,Large,N,Turbo,Premium,None,Y
Mercedes-Benz,AMG S65,15.5264,Automatic,7,RWD,6,12,Large,N,Turbo,Premium,None,Y
Honda,Fit,36.467,CVT,1,FWD,1.5,4,Sm St Wagon,Y,Natural,Regular,None,N
Honda,Fit,33,CVT,7,FWD,1.5,4,Sm St Wagon,Y,Natural,Regular,None,N
Honda,Fit,31,Manual,6,FWD,1.5,4,Sm St Wagon,Y,Natural,Regular,None,N
Honda,Ridgeline FWD,21.8873,Automatic,9,FWD,3.5,6,Sm Pickup Truck,Y,Natural,Regular,None,Y
Ram,1500 Classic 2WD,19.7182,Automatic,8,RWD,3.6,6,Std Pickup Truck,N,Natural,Regular,None,N
Ram,1500 Classic 2WD,17.3529,Automatic,8,RWD,5.7,8,Std Pickup Truck,N,Natural,Mid,None,N
Honda,Ridgeline AWD,20.5738,Automatic,9,AWD,3.5,6,Std Pickup Truck,Y,Natural,Regular,None,N
Ram,1500 Classic 4WD,18.72,Automatic,8,4WD,3.6,6,Std Pickup Truck,N,Natural,Regular,None,N
Ram,1500 Classic 4WD,16.8732,Automatic,8,4WD,5.7,8,Std Pickup Truck,N,Natural,Mid,None,N
Buick,Encore GX FWD,30.7314,CVT,1,FWD,1.3,3,Sm SUV,Y,Turbo,Regular,None,Y
Buick,Encore GX AWD,27.5574,Automatic,9,AWD,1.3,3,Sm SUV,Y,Turbo,Regular,None,Y
Jeep,Wrangler Unlimited 4WD,24.7211,Automatic,8,4WD,3,6,Sm SUV,N,Turbo,Diesel,Diesel,Y
Bentley,Continental GT Convertible,14.6616,Manual,8,AWD,6,12,Minicompact,Y,Turbo,Premium,None,Y
Porsche,911 Carrera,20,Manual,8,RWD,3,6,Minicompact,Y,Turbo,Premium,None,Y
Porsche,911 Carrera Cabriolet,19.6342,Manual,8,RWD,3,6,Minicompact,Y,Turbo,Premium,None,Y
Porsche,911 Carrera S,20.4606,Manual,7,RWD,3,6,Minicompact,Y,Turbo,Premium,None,Y
Porsche,911 Carrera S Cabriolet,20,Manual,7,RWD,3,6,Minicompact,Y,Turbo,Premium,None,Y
Porsche,911 Carrera 4,20,Manual,8,AWD,3,6,Minicompact,Y,Turbo,Premium,None,Y
Porsche,911 Carrera 4 Cabriolet,20,Manual,8,AWD,3,6,Minicompact,Y,Turbo,Premium,None,Y
Porsche,911 Carrera 4S,20,Manual,7,AWD,3,6,Minicompact,Y,Turbo,Premium,None,Y
Porsche,911 Carrera 4S Cabriolet,20.1774,Manual,7,AWD,3,6,Minicompact,Y,Turbo,Premium,None,Y
Bentley,Continental GT,14.9951,Manual,8,AWD,6,12,Subcompact,Y,Turbo,Premium,None,Y
Mercedes-Benz,AMG CLA35 4matic,25.087,Manual,7,4WD,2,4,Compact,Y,Turbo,Premium,None,Y
Bentley,Flying Spur,14.6616,Manual,8,AWD,6,12,Midsize,Y,Turbo,Premium,None,Y
Volkswagen,Arteon,25.0272,Automatic,8,FWD,2,4,Sm St Wagon,Y,Turbo,Premium,None,Y
Volkswagen,Arteon 4motion,23.4414,Automatic,8,AWD,2,4,Sm St Wagon,Y,Turbo,Premium,None,Y
Roush Performance,F150 Pickup 2WD,12.6756,Automatic,10,RWD,5,8,Std Pickup Truck,N,Super,Premium,None,N
Roush Performance,F150 Pickup 4WD,12.6756,Automatic,10,4WD,5,8,Std Pickup Truck,N,Super,Premium,None,N
Dodge,Grand Caravan,19.9421,Automatic,6,FWD,3.6,6,Minivan,N,Natural,Regular,None,N
Mazda,CX-30 4WD,26.4924,Automatic,6,4WD,2.5,4,Sm SUV,Y,Natural,Regular,None,N
Mazda,CX-30 4WD,27.4937,Automatic,6,4WD,2.5,4,Sm SUV,Y,Natural,Regular,None,N
Land Rover,Range Rover Sport MHEV,20.8528,Automatic,8,4WD,3,6,Std SUV,Y,Turbo,Premium,Hybrid,Y
Volkswagen,Jetta,34.0525,Automatic,8,FWD,1.4,4,Compact,Y,Turbo,Regular,None,Y
Volkswagen,Jetta,34.0383,Manual,6,FWD,1.4,4,Compact,Y,Turbo,Regular,None,N
Volkswagen,Golf,31.5797,Automatic,8,FWD,1.4,4,Compact,Y,Turbo,Regular,None,Y
Volkswagen,Golf,30.9111,Manual,6,FWD,1.4,4,Compact,Y,Turbo,Regular,None,N
Lincoln,Continental Coach,18.5922,Automatic,6,AWD,3,6,Large,Y,Turbo,Regular,None,N
Chevrolet,Silverado 4WD TrailBoss,17.2535,Automatic,10,4WD,6.2,8,Std Pickup Truck,Y,Natural,Premium,None,Y
Chevrolet,Silverado 4WD TrailBoss,15.4336,Automatic,10,4WD,6.2,8,Std Pickup Truck,Y,Natural,Premium,None,Y
Mazda,MX-5,29.0373,Manual,6,RWD,2,4,Two Seater,Y,Natural,Premium,None,N
Mazda,MX-5,29.7239,Automatic,6,RWD,2,4,Two Seater,Y,Natural,Premium,None,N
Kia,Cadenza,23.3243,Automatic,8,FWD,3.3,6,Large,Y,Natural,Regular,None,N
Buick,Encore GX FWD,27.9466,CVT,1,FWD,1.2,3,Sm SUV,Y,Turbo,Regular,None,Y
Dodge,Journey,21.1431,Automatic,4,FWD,2.4,4,Sm SUV,N,Natural,Regular,None,N
BMW,X5 M,15.0983,Automatic,8,AWD,4.4,8,Std SUV,Y,Turbo,Premium,None,Y
BMW,X5 M Competition,15.0983,Automatic,8,AWD,4.4,8,Std SUV,Y,Turbo,Premium,None,Y
BMW,X6 M,15.0983,Automatic,8,AWD,4.4,8,Std SUV,Y,Turbo,Premium,None,Y
BMW,X6 M Competition,15.0983,Automatic,8,AWD,4.4,8,Std SUV,Y,Turbo,Premium,None,Y
Audi,A8 L,23.0643,Automatic,8,AWD,3,6,Large,Y,Turbo,Premium,Plug-in Hybrid,Y
Audi,Q5,26.5403,Manual,7,AWD,2,4,Sm SUV,Y,Turbo,Premium,Plug-in Hybrid,Y
Mazda,2,34.0784,Manual,6,FWD,1.5,4,Compact,Y,Natural,Regular,None,N
Mazda,2,34.9351,Automatic,6,FWD,1.5,4,Compact,Y,Natural,Regular,None,N
Nissan,Titan 2WD,18.1693,Automatic,9,RWD,5.6,8,Std Pickup Truck,Y,Natural,Premium,None,N
Nissan,Titan 4WD,17.7971,Automatic,9,PT 4WD,5.6,8,Std Pickup Truck,Y,Natural,Premium,None,N
Nissan,Titan 4WD PRO4X,17,Automatic,9,PT 4WD,5.6,8,Std Pickup Truck,Y,Natural,Premium,None,N
Volkswagen,Atlas,19.211,Automatic,8,FWD,3.6,6,Sm SUV,Y,Natural,Regular,None,Y
Volkswagen,Atlas Cross Sport,19.211,Automatic,8,FWD,3.6,6,Sm SUV,Y,Natural,Regular,None,Y
Jeep,Wrangler 4WD,21.4822,Automatic,8,4WD,2,4,Sm SUV,Y,Turbo,Regular,None,Y
Volkswagen,Atlas Cross Sport 4motion,18.5818,Automatic,8,AWD,3.6,6,Sm SUV,Y,Natural,Regular,None,Y
Volkswagen,Atlas 4motion,18.5818,Automatic,8,AWD,3.6,6,Std SUV,Y,Natural,Regular,None,Y
Chevrolet,Corvette,18.9269,Automatic,8,RWD,6.2,8,Two Seater,Y,Natural,Premium,None,N
Mercedes-Benz,AMG A35 4matic,26.5615,Manual,7,4WD,2,4,Subcompact,Y,Turbo,Premium,None,Y
BMW,228i xDrive Gran Coupe,26.6667,Automatic,8,AWD,2,4,Compact,Y,Turbo,Premium,None,Y
BMW,M235i xDrive,26.1835,Automatic,8,AWD,2,4,Compact,Y,Turbo,Premium,None,Y
Cadillac,CT4,23.6864,Automatic,10,RWD,2.7,4,Compact,Y,Turbo,Premium,None,Y
Cadillac,CT4 AWD,23.1948,Automatic,10,AWD,2.7,4,Compact,Y,Turbo,Premium,None,Y
Cadillac,CT4 V AWD,23.1948,Automatic,10,AWD,2.7,4,Compact,Y,Turbo,Premium,None,Y
Cadillac,CT4 AWD,25.9339,Automatic,8,AWD,2,4,Compact,Y,Turbo,Premium,None,Y
Cadillac,CT4,27.159300000000002,Automatic,8,RWD,2,4,Compact,Y,Turbo,Premium,None,Y
Cadillac,CT5 AWD,20.5169,Automatic,10,AWD,3,6,Midsize,Y,Turbo,Premium,None,Y
Cadillac,CT5 V AWD,20,Automatic,10,AWD,3,6,Midsize,Y,Turbo,Premium,None,Y
Cadillac,CT5,21.4176,Automatic,10,RWD,3,6,Midsize,Y,Turbo,Premium,None,Y
Cadillac,CT5 V,21.4176,Automatic,10,RWD,3,6,Midsize,Y,Turbo,Premium,None,Y
Nissan,Sentra,33.1338,CVT,1,FWD,2,4,Midsize,Y,Natural,Regular,None,N
Nissan,Sentra SR,31.8639,CVT,1,FWD,2,4,Midsize,Y,Natural,Regular,None,N
Hyundai,Sonata Hybrid,47.2269,Manual,6,FWD,2,4,Large,Y,Natural,Regular,Hybrid,Y
Hyundai,Sonata Hybrid Blue,51.8655,Manual,6,FWD,2,4,Large,Y,Natural,Regular,Hybrid,Y
Toyota,Highlander Hybrid,35.8587,CVT,6,FWD,2.5,4,Sm SUV,Y,Natural,Regular,Hybrid,Y
Toyota,Highlander Hybrid AWD,34.9824,CVT,6,AWD,2.5,4,Std SUV,Y,Natural,Regular,Hybrid,Y
Toyota,Highlander Hybrid AWD LTD/PLAT,35.0205,CVT,6,AWD,2.5,4,Std SUV,Y,Natural,Regular,Hybrid,Y
Honda,Clarity Plug-in Hybrid,42.1053,CVT,1,FWD,1.5,4,Midsize,N,Natural,Regular,Plug-in Hybrid,Y
Cadillac,CT4 V,23,Automatic,10,RWD,2.7,4,Compact,Y,Turbo,Premium,None,Y
Porsche,Cayenne Coupe,20.2475,Automatic,8,AWD,3,6,Std SUV,Y,Turbo,Premium,None,Y
Porsche,Cayenne S Coupe,19.1192,Automatic,8,AWD,2.9,6,Std SUV,Y,Turbo,Premium,None,Y
Porsche,Cayenne Turbo Coupe,16.5714,Automatic,8,AWD,4,8,Std SUV,Y,Turbo,Premium,None,Y
Honda,Civic 5Dr,24.5785,Manual,6,FWD,2,4,Large,Y,Turbo,Premium,None,N
Honda,CR-V AWD,38.1714,CVT,1,AWD,2,4,Sm SUV,N,Natural,Regular,Hybrid,Y
Porsche,Macan GTS,19.2975,Manual,7,AWD,2.9,6,Sm SUV,Y,Turbo,Premium,None,Y
Porsche,Macan Turbo,19.1612,Manual,7,AWD,2.9,6,Sm SUV,Y,Turbo,Premium,None,Y
Audi,RS Q8,15.2575,Automatic,8,AWD,4,8,Std SUV,Y,Turbo,Premium,Hybrid,Y
Toyota,Camry AWD LE/SE,28.5883,Automatic,8,AWD,2.5,4,Midsize,Y,Natural,Regular,None,N
Toyota,Camry AWD XLE/XSE,28,Automatic,8,AWD,2.5,4,Midsize,Y,Natural,Regular,None,N
Ford,F150 Pickup 2WD,24.2231,Automatic,10,RWD,3,6,Std Pickup Truck,N,Turbo,Diesel,Diesel,Y
Ford,F150 2WD BASE PAYLOAD LT TIRE,24.2231,Automatic,10,RWD,3,6,Std Pickup Truck,N,Turbo,Diesel,Diesel,Y
Ford,F150 Pickup 4WD XL/XLT,23.6588,Automatic,10,PT 4WD,3,6,Std Pickup Truck,N,Turbo,Diesel,Diesel,Y
Ford,F150 Pickup 4WD,21.8271,Automatic,10,PT 4WD,3,6,Std Pickup Truck,N,Turbo,Diesel,Diesel,Y
BMW,X3 xDrive30e,23.7073,Automatic,8,AWD,2,4,Sm SUV,Y,Turbo,Premium,Plug-in Hybrid,Y
Mercedes-Benz,S560e,22.8263,Automatic,9,RWD,3,6,Large,Y,Turbo,Premium,Plug-in Hybrid,Y
BMW,M2 CS Coupe,19.5165,Manual,6,RWD,3,6,Subcompact,Y,Turbo,Premium,None,Y
BMW,M2 CS Coupe,18.7179,Manual,7,RWD,3,6,Subcompact,Y,Turbo,Premium,None,Y
Audi,SQ7,17.1357,Automatic,8,AWD,4,8,Std SUV,Y,Turbo,Premium,None,Y
Audi,SQ8,17.0474,Automatic,8,AWD,4,8,Std SUV,Y,Turbo,Premium,None,Y
Bentley,Bentayga,18.7319,Automatic,8,AWD,3,6,Std SUV,Y,Turbo,Premium,Plug-in Hybrid,Y
